;NOME;PONTUACAO;COMENTARIO;LOCAL;TIPO;TEMPO_ESPERA;BUSCA_ID;BAIRRO;Tamanho;Endereco;BAIRRO_LOC;LATITUDE;LONGITUDE;LAT_BAIRRO;LONG_BAIRRO
254;Secretaria Municipal de Educação de Fortaleza;3.5;95 comentários;AV. DESEMBARGADOR MOREIRA, 2875 , DIONÍSIO TORRES, FORTALEZA , CE, 60170,002;Ministério da educação em Fortaleza, Ceará;;escola primária;DIONÍSIO TORRES;7; DESEMBARGADOR MOREIRA  2875 , FORTALEZA;Dionísio Torres, FORTALEZA, CE;-3.751723;-38.5030421;-3.7480271;-38.5064872
255;CEAP-Clínica Escola de Atenção Primária;5.0;Um comentário;R. LUÍS DE MIRANDA, 536 , BENFICA, FORTALEZA , CE, 60015,330;Médico em Fortaleza, Ceará;;escola primária;BENFICA;7;R. LUÍS DE MIRANDA  536 , FORTALEZA;Benfica, FORTALEZA, CE;-3.737531;-38.5398748;-3.741486;-38.538855
256;Seven Educação;;;AVENIDA IMPERADOR, 852 , CENTRO, FORTALEZA , CE, 60015,050;;;escola primária;CENTRO;7;AVENIDA IMPERADOR  852 , FORTALEZA;Centro, FORTALEZA, CE;-3.7285742;-38.5352259;-3.7281287;-38.527412
257;Unidade De Atenção Primária À Saúde-UAPS Francisco Edmilson Pinheiro;;;GRANJA LISBOA, FORTALEZA , CE, 60533,661;;;escola primária;GRANJA LISBOA;5;GRANJA LISBOA, FORTALEZA;Granja Lisboa, FORTALEZA, CE;-3.7873099;-38.61772;-3.7873099;-38.61772
258;Curso de Informática em Fortaleza;;;R. ARISTIDES BARCELOS, 608 A , VICENTE PINZON, FORTALEZA , CE, 60181,832;;;escola primária;VICENTE PINZON;7;R. ARISTIDES BARCELOS  608 A , FORTALEZA;Vicente Pinzon, FORTALEZA, CE;-3.7231504;-38.4677194;-3.7281452;-38.4697385
259;CEPEP Cursos Profissionalizantes;;;AV. DUQUE DE CAXIAS, 672 , CENTRO, FORTALEZA , CE, 60035,110;;;escola primária;CENTRO;7; DUQUE DE CAXIAS  672 , FORTALEZA;Centro, FORTALEZA, CE;-3.7313805;-38.5304426;-3.7281287;-38.527412
260;CVT Fortaleza;;;R. SILVA JARDIM, 512 , JOSÉ BONIFACIO, FORTALEZA , CE, 60040,260;;;escola primária;JOSÉ BONIFACIO;7;R. SILVA JARDIM  512 , FORTALEZA;José Bonifacio, FORTALEZA, CE;-3.7405214;-38.5332545;-3.7394569;-38.5285591
261;SENAC - Unidade Centro;;;AV. TRISTÃO GONÇALVES, 1245 , CENTRO, FORTALEZA , CE, 60015,000;;;escola primária;CENTRO;7; TRISTÃO GONÇALVES  1245 , FORTALEZA;Centro, FORTALEZA, CE;-3.7328614;-38.5346297;-3.7281287;-38.527412
262;Escola de Gastronomia Social Ivens Dias Branco;4.7;144 comentários;R. MANUEL DIAS BRANCO, 80 , CAIS DO PORTO, FORTALEZA , CE, 60180,635;Escola de culinária em Fortaleza, Ceará;;escola primária;CAIS DO PORTO;7;R. MANUEL DIAS BRANCO  80 , FORTALEZA;Cais do Porto, FORTALEZA, CE;-3.7225123;-38.4781151;-3.7148542;-38.4706071
263;S.O.S Tecnologia e Educação - Unidade;;;RUA TENENTE JURANDIR ALENCAR, 206 , MESSEJANA, FORTALEZA , CE, 60840,000;;;escola primária;MESSEJANA;7;RUA TENENTE JURANDIR ALENCAR  206 , FORTALEZA;Messejana, FORTALEZA, CE;-3.8320434;-38.4935129;-3.8266615;-38.4935167
264;Posto de Saúde Professor Clodoaldo Pinto;3.3;21 comentários;RUA BANVARTH BEZERRA, 100 , PADRE ANDRADE, FORTALEZA , CE, 60356,490;Centro médico público em Fortaleza, Ceará;;escola primária;PADRE ANDRADE;7;RUA BANVARTH BEZERRA  100 , FORTALEZA;Padre Andrade, FORTALEZA, CE;-3.7306938;-38.5808494;-3.734669;-38.5794766
265;Posto de Saúde Fernando Diógenes;3.3;26 comentários;R. TEODORO DE CASTRO, S\N , GRANJA PORTUGAL, FORTALEZA , CE, 60541,192;Posto de saúde comunitário em Fortaleza, Ceará;15 min a 1,5 h;escola primária;GRANJA PORTUGAL;7;R. TEODORO DE CASTRO  S\N , FORTALEZA;Granja Portugal, FORTALEZA, CE;-3.779763;-38.6050369;-3.7822084;-38.5997833
266;Unichristus Campus Parque Ecológico;;;R. JOÃO ADOLFO GURGEL, 133 , COCÓ, FORTALEZA , CE, 60190,180;;;escola primária;COCÓ;7;R. JOÃO ADOLFO GURGEL  133 , FORTALEZA;Cocó, FORTALEZA, CE;-3.7469548;-38.4817155;-3.7481588;-38.4808581
267;Posto de Saúde Aída Santos e Silva;3.0;37 comentários;AV. TRAJANO DE MEDEIROS, 813 , VICENTE PINZON, FORTALEZA , CE, 60132,080;Departamento de saúde pública em Fortaleza, Ceará;;escola primária;VICENTE PINZON;7; TRAJANO DE MEDEIROS  813 , FORTALEZA;Vicente Pinzon, FORTALEZA, CE;-3.726389;-38.4657627;-3.7281452;-38.4697385
268;Editora Caminhar;;;AV. DOM MANUEL, 709 , CENTRO, FORTALEZA , CE, 60060,090;;;escola primária;CENTRO;7; DOM MANUEL  709 , FORTALEZA;Centro, FORTALEZA, CE;-3.7369211;-38.5533107;-3.7281287;-38.527412
269;Posto de Saúde Pio XII;2.4;21 comentários;RUA TUBARÃO, 80 , SÃO JOÃO DO TAUAPE, FORTALEZA , CE, 60130,560;Posto de saúde comunitário em Fortaleza, Ceará;15 min a 1,5 h;escola primária;SÃO JOÃO DO TAUAPE;7;RUA TUBARÃO  80 , FORTALEZA;São João do Tauape, FORTALEZA, CE;-3.760701;-38.5066789;-3.7573612;-38.5106394
270;EEEP Maria Angela da Silveira;;;AV. PINTOR ANTÔNIO BANDEIRA , PRAIA DO FUTURO I, FORTALEZA , CE, 60182,301;;;escola primária;PRAIA DO FUTURO I;6; PINTOR ANTÔNIO BANDEIRA , FORTALEZA;Praia do Futuro I, FORTALEZA, CE;-3.743336;-38.4544116;-3.7398076;-38.456122
271;Posto de Saúde - Prof. José Valdevino de Carvalho;4.1;52 comentários;R. GUARÁ , PARANGABA, FORTALEZA , CE, 60740,140;Centro médico público em Fortaleza, Ceará;;escola primária;PARANGABA;6;R. GUARÁ , FORTALEZA;Parangaba, FORTALEZA, CE;-3.7763677;-38.5589181;-3.7771465;-38.5671367
272;SENAI Jacarecanga;4.6;354 comentários;R. PADRE IBIAPINA, 1280 , JACARECANGA, FORTALEZA , CE, 60010,690;Escola técnica em Fortaleza, Ceará;;escola primária;JACARECANGA;7;R. PADRE IBIAPINA  1280 , FORTALEZA;Jacarecanga, FORTALEZA, CE;-3.7264967;-38.5418982;-3.7218504;-38.5416884
273;SENAI Parangaba;4.7;640 comentários;AV. JOÃO PESSOA, 6760 , DAMAS, FORTALEZA , CE, 60721,340;Escola técnica em Fortaleza, Ceará;;escola primária;DAMAS;7; JOÃO PESSOA  6760 , FORTALEZA;Damas, FORTALEZA, CE;-7.2013782;-34.8571665;-3.7530505;-38.5502204
274;SPDM-PAIS FORTALEZA;3.5;4 comentários;R. JUVENAL DE CARVALHO, 683 , FÁTIMA, FORTALEZA , CE, 60050,220;Saúde e segurança ocupacional em Fortaleza, Ceará;;escola primária;FÁTIMA;7;R. JUVENAL DE CARVALHO  683 , FORTALEZA;Fátima, FORTALEZA, CE;-3.7478176;-38.5248356;-3.7517525;-38.5290848
275;SENAI Barra do Ceará;4.5;297 comentários;AV. FRANCISCO SÁ, 7221 , BARRA DO CEARÁ, FORTALEZA , CE, 60330,875;Escola técnica em Fortaleza, Ceará;;escola primária;BARRA DO CEARÁ;7; FRANCISCO SÁ  7221 , FORTALEZA;Barra do Ceará, FORTALEZA, CE;-3.7077159;-38.5845773;-3.7044722;-38.5812573
276;Editora Cactos;;;R. CEL. FRANCISCO ALVES, 87 , EDSON QUEIROZ, FORTALEZA , CE, 60834,105;;;escola primária;EDSON QUEIROZ;7;R. CEL. FRANCISCO ALVES  87 , FORTALEZA;Edson Queiroz, FORTALEZA, CE;-3.7826882;-38.4573004;-3.7777657;-38.4623898
277;EEMTI Coronel Murilo Serpa;;;R. ANASTÁCIO BARROSO VALENTE, 318 , CRUZEIRO, ITAPIPOCA , CE, 62540,000;;;escola primária;CRUZEIRO;7;R. ANASTÁCIO BARROSO VALENTE  318 , FORTALEZA;Cruzeiro, FORTALEZA, CE;-3.4898326;-39.5772179;-3.7424539;-38.4657168
278;Posto Bezerra de Menezes | SP;3.9;80 comentários;AV. BEZERRA DE MENEZES, 216 , FARIAS BRITO, FORTALEZA , CE, 60325,000;Posto de gasolina em Fortaleza, Ceará;10 min;escola primária;FARIAS BRITO;7; BEZERRA DE MENEZES  216 , FORTALEZA;Farias Brito, FORTALEZA, CE;-3.7306392;-38.5418919;-3.7296496;-38.5430883
279;Escola Parquelândia;;;R. MOREIRA DE SOUSA, 262,386 , PARQUELÂNDIA, FORTALEZA , CE, 60450,080;;;escola primária;PARQUELÂNDIA;8;R. MOREIRA DE SOUSA 386 , FORTALEZA;Parquelândia, FORTALEZA, CE;-3.7420057;-38.5674453;-3.7377987;-38.5590543
280;Posto De Saúde Francisco Domingos Da Silva;3.8;26 comentários;AV. PRES. CASTELO BRANCO, 4759 , BARRA DO CEARÁ, FORTALEZA , CE, 60331,495;Posto de saúde comunitário em Fortaleza, Ceará;15 min a 1 h;escola primária;BARRA DO CEARÁ;7; PRESIDENTE CASTELO BRANCO  4759 , FORTALEZA;Barra do Ceará, FORTALEZA, CE;-23.2802019;-52.1579342;-3.7044722;-38.5812573
281;escola;;;R. ALBERTO MONTEZUMA, 235 , VILA UNIÃO, FORTALEZA , CE, 60410,364;;;escola primária;VILA UNIÃO;7;R. ALBERTO MONTEZUMA  235 , FORTALEZA;Vila União, FORTALEZA, CE;-3.76148;-38.5316225;-3.7673154;-38.5355598
282;Escola Fátima;;;RUA MINISTRO JOAQUIM BASTOS , FÁTIMA, FORTALEZA , CE, 60415,040;;;escola primária;FÁTIMA;6;RUA MINISTRO JOAQUIM BASTOS , FORTALEZA;Fátima, FORTALEZA, CE;-3.7528755;-38.5292795;-3.7517525;-38.5290848
283;Colégio Recamonde;;;R. IRINEU DE SOUZA, 197 , ÁLVARO WEYNE, FORTALEZA , CE, 60337,180;;;escola primária;ÁLVARO WEYNE;7;R. IRINEU DE SOUZA  197 , FORTALEZA;Álvaro Weyne, FORTALEZA, CE;-3.7113197;-38.5675584;-3.7156132;-38.5679861
284;escola;;;R. GUILHERME PESSOA, 633 , MESSEJANA, FORTALEZA , CE, 60841,360;;;escola primária;MESSEJANA;7;R. GUILHERME PESSOA  633 , FORTALEZA;Messejana, FORTALEZA, CE;-3.8271446;-38.4876449;-3.8266615;-38.4935167
285;Creche Escolinha Pequeno Sábio;;;RUA PRINCESA ISABEL, 166 , VICENTE PINZON, FORTALEZA , CE, 60184,180;;;escola primária;VICENTE PINZON;7;RUA PRINCESA ISABEL  166 , VICENTE PINZON,FORTALEZA;Vicente Pinzon, FORTALEZA, CE;-3.7271307;-38.4715143;-3.7281452;-38.4697385
286;Escola Ensinar - Cursos Profissionalizantes, Cursos de Informática e Idiomas.;;;R. BARÃO DO RIO BRANCO, 1189 , CENTRO, FORTALEZA , CE, 60025,060;;;escola primária;CENTRO;7;R. BARÃO DO RIO BRANCO  1189 , FORTALEZA;Centro, FORTALEZA, CE;-3.7288088;-38.5287954;-3.7281287;-38.527412
287;Escola Primária de Humaitá;;;17714,, ROD. PRES. JUSCELINO KUBITSCHEK, 17564, MARANGUAPE , CE;;;escola primária;;6;17714, FORTALEZA;, FORTALEZA, CE;-3.7304512;-38.5217989;-3.7304512;-38.5217989
